control_number,specific_name,generic_name,category,qty,unit,origin,ship_date
2014508134,,SQUID,EXT,182,KG,JP,8/6/14
2014508139,WHITE-TAILED,DEER,LPS,480,NO,US,8/2/14
2014508139,AMERICAN,BISON,LPS,300,NO,US,8/2/14
2014508143,EDIBLE,JELLYFISH,MEA,200,KG,TH,8/6/14
2014508148,BEKA,SQUID,MEA,1360,KG,KR,8/6/14
2014508148,BEKA,SQUID,MEA,908,KG,CN,8/6/14
2014508148,GOLDEN,CUTTLEFISH,MEA,762,KG,KR,8/6/14
2014508152,,ELK,TRO,2,NO,NZ,7/26/14
2014508155,,ELK,TRO,2,NO,NZ,7/24/14
2014508155,HIMILAYAN,TAHR,TRO,2,NO,NZ,7/24/14
2014508155,,DEER,TRO,2,NO,NZ,7/24/14
2014508155,FALLOW,DEER,TRO,1,NO,NZ,7/24/14
2014508155,WILD,BOAR,TRO,1,NO,NZ,7/24/14
2014508157,,ELK,TRO,2,NO,NZ,7/24/14
2014508157,HIMILAYAN,TAHR,TRO,3,NO,NZ,7/24/14
2014508157,ALPINE,CHAMOIS,TRO,2,NO,NZ,7/24/14
2014508157,FALLOW,DEER,TRO,4,NO,NZ,7/24/14
2014508221,,ELK,TRO,2,NO,NZ,7/23/14
2014508221,FALLOW,DEER,TRO,1,NO,NZ,7/23/14
2014508250,,ELK,TRO,1,NO,NZ,7/30/14
2014508253,,ELK,TRO,1,NO,NZ,7/30/14
2014508255,,GEODUCK,LIV,100000,NO,CA,8/7/14
2014508849,JUMBO,SQUID,MEA,297,KG,TW,8/8/14
2014508849,ARGENTINE SHORTFIN,SQUID,MEA,126,KG,TW,8/8/14
2014508852,PEARL,MUSSEL,SPR,8,NO,CN,8/9/14
2014508855,ARCTIC,FOX,TRI,1023,NO,FI,8/4/14
2014508855,EUROPEAN,RABBIT,TRI,307,NO,CN,8/4/14
2014508883,COMMON,ELAND,TRO,1,NO,ZA,8/4/14
2014508883,,IMPALA,TRO,1,NO,ZA,8/4/14
2014508883,,WATERBUCK,TRO,2,NO,ZA,8/4/14
2014508883,,BLESBOK,TRO,1,NO,ZA,8/4/14
2014508902,BRINE,SHRIMP,EGL,6800,NO,CN,8/5/14
2014508908,COMMON,WARTHOG,TRO,1,NO,ZA,8/4/14
2014508908,SABLE,ANTELOPE,TRO,1,NO,ZA,8/4/14
2014508911,GREAT PEARL,OYSTER,JWL,387,NO,PH,8/6/14
2014508911,ABALONE,SHELL,JWL,342,NO,NZ,8/6/14
2014508911,,SHELL,JWL,86,NO,US,8/6/14
2014508911,,OYSTER,JWL,116,NO,PF,8/6/14
2014508911,,SEA FAN,JWL,15,NO,CN,8/6/14
2014508911,,OYSTER,JWL,59,NO,PH,8/6/14
2014508963,AMERICAN,MINK,HAP,126,NO,CN,7/24/14
2014509008,OLIVE,FLOUNDER,LIV,124,NO,KR,8/6/14
2014509008,WHIPARM,OCTOPUS,LIV,15,NO,KR,8/6/14
2014509605,TROCHA,SHELL,SPR,4840,NO,JP,8/6/14
2014509650,TROPICAL,FISH,LIV,15264,NO,SG,8/7/14
2014509650,ZAIRE DWARF CLAWED,FROG,LIV,150,NO,SG,8/7/14
2014509650,,SHRIMP,LIV,300,NO,SG,8/7/14
2014509650,,SHRIMP,LIV,250,NO,SG,8/7/14
2014510208,N. AMERICAN BROWN,BEAR,SKP,1,NO,CA,8/1/14
2014510211,AMERICAN,BEAVER,SKI,2,NO,CA,7/30/14
2014510918,TROCHA,SHELL,SPR,246,NO,JP,8/12/14
2014510927,VERTAGUS,SHELL,SPR,504,NO,CN,8/11/14
2014510927,,ARK,SPR,504,NO,CN,8/11/14
2014510927,,SHELL,SPR,504,NO,CN,8/11/14
2014510937,WHITE-TAILED,DEER,LPS,95136,NO,US,8/10/14
2014510943,,ELK,TRO,2,NO,NZ,7/31/14
2014510943,HIMILAYAN,TAHR,TRO,1,NO,NZ,7/31/14
2014510943,ALPINE,CHAMOIS,TRO,1,NO,NZ,7/31/14
2014510943,,DEER,TRO,1,NO,NZ,7/31/14
2014510943,FALLOW,DEER,TRO,1,NO,NZ,7/31/14
2014510943,DOMESTIC,SHEEP,TRO,1,NO,NZ,7/31/14
2014510949,GREAT PEARL,OYSTER,SPR,18621,NO,ID,8/8/14
2014510954,TROCHA,SHELL,SPR,7910,NO,JP,8/9/14
2014511587,AFRICAN,LION,TRO,2,NO,ZA,3/29/14
2014511587,,BUSHBUCK,TRO,1,NO,ZA,3/29/14
2014511587,CAPE,GRYSBOK,TRO,1,NO,ZA,3/29/14
2014511587,,KLIPSPRINGER,TRO,2,NO,ZA,3/29/14
2014511587,MOUNTAIN,REEDBUCK,TRO,1,NO,ZA,3/29/14
2014511587,VAAL,RHEBOK,TRO,1,NO,ZA,3/29/14
2014511587,CAPE,PORCUPINE,TRO,1,NO,ZA,3/29/14
2014511587,BLACK,WILDEBEEST,TRO,1,NO,ZA,3/29/14
2014511587,,BONTEBOK,TRO,1,NO,ZA,3/29/14
2014511587,,BLESBOK,TRO,1,NO,ZA,3/29/14
2014511587,,LECHWE,TRO,1,NO,ZA,3/29/14
2014511587,SOUTHERN,REEDBUCK,TRO,2,NO,ZA,3/29/14
2014511675,INDIAN,PEAFOWL,FEA,1419,NO,CN,8/3/14
2014511675,COMMON,PHEASANT,FEA,1419,NO,CN,8/3/14
2014512398,,BEAR,MED,1,NO,CN,8/11/14
2014513089,,GEODUCK,LIV,160000,NO,CA,8/13/14
2014513120,DOMESTIC WATER,BUFFALO,TRO,1,NO,AR,8/2/14
2014513143,GREAT PEARL,OYSTER,JWL,239,NO,PH,8/10/14
2014513143,ABALONE,SHELL,JWL,248,NO,NZ,8/10/14
2014513143,,SHELL,JWL,36,NO,US,8/10/14
2014513143,,OYSTER,JWL,115,NO,PF,8/10/14
2014513143,,SEA FAN,JWL,6,NO,CN,8/10/14
2014513143,,OYSTER,JWL,36,NO,PH,8/10/14
2014513154,,INSECTS,BOD,957,NO,CA,7/30/14
2014513162,RADIATED RAT,SNAKE,SHO,24,NO,ID,8/10/14
2014513385,,CUTTLEFISH,MEA,12,KG,KR,8/16/14
2014513385,ARGENTINE SHORTFIN,SQUID,MEA,23,KG,AR,8/16/14
2014513385,NORTHERN SHORTFIN,SQUID,MEA,68,KG,KR,8/16/14
2014513385,NORTHERN SHORTFIN,SQUID,MEA,31,KG,KR,8/16/14
2014513385,NORTHERN SHORTFIN,SQUID,MEA,17,KG,KR,8/16/14
2014513391,SOUTHERN AFRICAN,OSTRICH,FEA,183150,NO,ZA,8/11/14
2014513401,BRINE,SHRIMP,EGL,7000,NO,CN,8/12/14
2014513841,TROPICAL,FISH,LIV,1958,NO,TW,8/13/14
2014513841,YAMATO,SHRIMP,LIV,600,NO,TW,8/13/14
2014513841,YAMATO,SHRIMP,LIV,340,NO,TW,8/13/14
2014513841,YAMATO,SHRIMP,LIV,700,NO,TW,8/13/14
2014513841,CHERRY RED,SHRIMP,LIV,1100,NO,TW,8/13/14
2014513841,,SHRIMP,LIV,400,NO,TW,8/13/14
2014513926,OLIVE,FLOUNDER,LIV,72,NO,KR,8/14/14
2014513926,SPOON,WORM,MEA,50,NO,KR,8/14/14
2014513926,WHIPARM,OCTOPUS,LIV,15,NO,KR,8/14/14
2014513926,,SEA PINEAPPLE,MEA,10,KG,KR,8/14/14
2014514075,CAPIZ,SHELL,SPR,294,NO,ID,8/16/14
2014514078,PEARL,MUSSEL,SPR,112,NO,VN,8/16/14
2014514086,WHITE-TAILED,DEER,LPS,14520,NO,US,8/15/14
2014514094,PEARL,MUSSEL,SPR,167,NO,VN,8/16/14
2014514094,,OYSTER,SPR,236,NO,VN,8/16/14
2014514094,GREAT PEARL,OYSTER,SPR,115,NO,VN,8/16/14
2014514117,AMERICAN BLACK,BEAR,SKU,1,NO,CA,8/8/14
2014514127,AMERICAN BLACK,BEAR,SKI,1,NO,CA,8/8/14
2014514127,AMERICAN BLACK,BEAR,SKU,1,NO,CA,8/8/14
2014514627,,OYSTER,SPR,7278,NO,ID,8/19/14
2014514630,TROCHA,SHELL,SPR,8058,NO,ID,8/19/14
2014514633,,OYSTER,SPR,16470,NO,ID,8/16/14
2014514637,COMMON,OCTOPUS,MEA,83,KG,ES,8/17/14
2014514663,AFRICAN,ELEPHANT,TRO,1,NO,ZA,8/11/14
2014514663,AFRICAN,BUFFALO,TRO,1,NO,ZA,8/11/14
2014514676,AFRICAN,ELEPHANT,LPL,4,NO,ZA,8/11/14
2014514676,AFRICAN,ELEPHANT,SKP,2,NO,ZA,8/11/14
2014514676,AFRICAN,BUFFALO,LPL,1,NO,ZA,8/11/14
2014514676,AFRICAN,BUFFALO,LPS,1,NO,ZA,8/11/14
2014514692,NILE,CROCODILE,TRO,1,NO,ZA,8/2/14
2014514692,GREATER,KUDU,TRO,1,NO,ZA,8/2/14
2014514692,LILAC-BREASTED,ROLLER,TRO,1,NO,ZA,8/2/14
2014514695,,GEMSBOK,TRO,1,NO,ZA,8/11/14
2014514695,,IMPALA,TRO,1,NO,ZA,8/11/14
2014514695,GREATER,KUDU,TRO,1,NO,ZA,8/11/14
2014514695,BURCHELL'S,ZEBRA,TRO,1,NO,ZA,8/11/14
2014514697,CAPIZ,SHELL,SPR,111,NO,IN,8/18/14
2014514707,,ELK,TRO,1,NO,NZ,8/13/14
2014514707,FALLOW,DEER,TRO,1,NO,NZ,8/13/14
2014515171,PEARL,MUSSEL,SPR,14040,NO,CN,8/16/14
2014515182,CAPIZ,SHELL,SPR,188,NO,PH,8/16/14
2014515185,PEARL,MUSSEL,SPR,3024,NO,CN,8/16/14
2014515195,AMERICAN,BISON,SHO,468,NO,US,8/15/14
2014515195,EURASIAN,ELK,SHO,168,NO,FI,8/15/14
2014515251,ASHY,DRONGO,DER,4,NO,MY,6/18/14
2014515251,BLACK-CAPPED,WHITE-EYE,DER,163,NO,MY,6/18/14
2014515251,,FLOWERPECKER,DER,6,NO,MY,6/18/14
2014515251,BLUE-AND-WHITE,FLYCATCHER,DER,2,NO,MY,6/18/14
2014515251,CRIMSON-HEADED,PARTRIDGE,DER,5,NO,MY,6/18/14
2014515251,DUSKY,MUNIA,DER,3,NO,MY,6/18/14
2014515251,EMERALD,DOVE,DER,7,NO,MY,6/18/14
2014515251,,THRUSH,DER,12,NO,MY,6/18/14
2014515251,EYEBROWED JUNGLE,FLYCATCHER,DER,168,NO,MY,6/18/14
2014515251,EYEBROWED,THRUSH,DER,3,NO,MY,6/18/14
2014515251,EYEBROWED,WREN-BABBLER,DER,1,NO,MY,6/18/14
2014515251,,BULBUL,DER,15,NO,MY,6/18/14
2014515251,BUSH,WARBLER,DER,17,NO,MY,6/18/14
2014515251,,FRUIT-HUNTER,DER,19,NO,MY,6/18/14
2014515251,,BARBET,DER,1,NO,MY,6/18/14
2014515251,,MINIVET,DER,2,NO,MY,6/18/14
2014515251,GREY-THROATED,BABBLER,DER,583,NO,MY,6/18/14
2014515251,,DRONGO,DER,19,NO,MY,6/18/14
2014515251,INDIGO,FLYCATCHER,DER,41,NO,MY,6/18/14
2014515251,ISLAND,THRUSH,DER,25,NO,MY,6/18/14
2014515251,LITTLE,CUCKOO-DOVE,DER,4,NO,MY,6/18/14
2014515251,LITTLE PIED,FLYCATCHER,DER,15,NO,MY,6/18/14
2014515251,LITTLE,SPIDERHUNTER,DER,7,NO,MY,6/18/14
2014515251,HODGSON'S,HAWK-CUCKOO,DER,2,NO,MY,6/18/14
2014515251,MAROON,WOODPECKER,DER,16,NO,MY,6/18/14
2014515251,MOUNTAIN,BLACK-EYE,DER,246,NO,MY,6/18/14
2014515251,MOUNTAIN,TAILORBIRD,DER,54,NO,MY,6/18/14
2014515251,,WARBLER,DER,78,NO,MY,6/18/14
2014515251,,WREN-BABBLER,DER,105,NO,MY,6/18/14
2014515251,MUGIMAKI,FLYCATCHER,DER,1,NO,MY,6/18/14
2014515251,OCHRACEOUS,BULBUL,DER,88,NO,MY,6/18/14
2014515251,TAWNY-BREASTED,PARROTFINCH,DER,2,NO,MY,6/18/14
2014515251,TEMMINCK'S,BABBLER,DER,122,NO,MY,6/18/14
2014515251,,SUNBIRD,DER,28,NO,MY,6/18/14
2014515251,WHITE-BELLIED,YUHINA,DER,2,NO,MY,6/18/14
2014515251,WHITE-BROWED,SHORTWING,DER,135,NO,MY,6/18/14
2014515251,WHITEHEAD'S,BROADBILL,DER,7,NO,MY,6/18/14
2014515251,WHITEHEAD'S,TROGON,DER,19,NO,MY,6/18/14
2014515251,,FANTAIL,DER,196,NO,MY,6/18/14
2014515251,YELLOW-BREASTED,WARBLER,DER,160,NO,MY,6/18/14
2014515251,OLIVE-BACKED,SUNBIRD,DER,5,NO,MY,6/18/14
2014515251,,THRUSH,DER,10,NO,MY,6/18/14
2014515251,,WHITE-EYE,DER,1,NO,MY,6/18/14
2014515251,HILL,PARTRIDGE,DER,3,NO,MY,6/18/14
2014515251,SHORT-TAILED GREEN,MAGPIE,DER,20,NO,MY,6/18/14
2014515251,,FLYCATCHER,DER,191,NO,MY,6/18/14
2014515251,BUSH,WARBLER,DER,47,NO,MY,6/18/14
2014515251,,CUCKOO,DER,1,NO,MY,6/18/14
2014515251,SUNDA,LAUGHING-THRUSH,DER,40,NO,MY,6/18/14
2014515251,,TIT-BABBLER,DER,1,NO,MY,6/18/14
2014515251,WHITE-CROWNED,FORKTAIL,DER,60,NO,MY,6/18/14
2014515251,BORNEAN,STUBTAIL,DER,60,NO,MY,6/18/14
2014515251,,SWIFTLET,DER,1,NO,MY,6/18/14
2014515251,,TREEPIE,DER,4,NO,MY,6/18/14
2014515251,,WHISTLER,DER,250,NO,MY,6/18/14
2014515251,WHISTLING,THRUSH,DER,75,NO,MY,6/18/14
2014515251,,YUHINA,DER,511,NO,MY,6/18/14
2014515251,,LAUGHING-THRUSH,DER,48,NO,MY,6/18/14
2014515556,SOUTHERN AFRICAN,OSTRICH,FEA,2520,NO,ZA,8/20/14
2014515559,,STARFISH,BOD,9792,NO,PH,8/21/14
2014515565,PEARL,MUSSEL,SPR,1512,NO,CN,8/15/14
2014515566,GREAT PEARL,OYSTER,JWL,564,NO,PH,8/17/14
2014515566,ABALONE,SHELL,JWL,575,NO,NZ,8/17/14
2014515566,ABALONE,SHELL,JWL,141,NO,US,8/17/14
2014515566,,SHELL,JWL,179,NO,PF,8/17/14
2014515566,,SEA FAN,JWL,2,NO,CN,8/17/14
2014515566,,OYSTER,JWL,44,NO,PH,8/17/14
2014515909,TROCHA,SHELL,SPR,48,NO,IN,8/23/14
2014515910,GREAT PEARL,OYSTER,SPR,480,NO,IN,8/23/14
2014516747,ARGENTINE SHORTFIN,SQUID,MEA,2295,KG,AR,8/21/14
2014516747,ARGENTINE SHORTFIN,SQUID,MEA,2295,KG,AR,8/21/14
2014516756,OLIVE,FLOUNDER,LIV,146,NO,KR,8/20/14
2014516756,WHIPARM,OCTOPUS,LIV,15,NO,KR,8/20/14
2014517346,WHITE,STURGEON,CAV,3,KG,CA,8/20/14
2014517361,TROPICAL,FISH,LIV,609,NO,PH,8/21/14
2014517361,OTHER,INVERTEBRATES,LIV,72,NO,PH,8/21/14
2014517361,"CRABS, LOBSTERS,",CRUSTACEANS,LIV,90,NO,PH,8/21/14
2014517361,MOLLUSC,SHELL,LIV,214,NO,PH,8/21/14
2014517361,,FIREFISH,LIV,2,NO,PH,8/21/14
2014517361,FU MANCHU,LIONFISH,LIV,2,NO,PH,8/21/14
2014517361,ANTENNATA,LIONFISH,LIV,2,NO,PH,8/21/14
2014517361,DWARF,LIONFISH,LIV,2,NO,PH,8/21/14
2014517430,,SQUID,UNS,11022,KG,CN,8/22/14
2014517461,,SEA STAR,BOD,30,NO,ID,8/17/14
2014517461,,ARK,SPR,9,NO,ID,8/17/14
2014517461,,SUNDIAL,SPR,25,NO,ID,8/17/14
2014517474,,ELK,TRO,1,NO,NZ,8/4/14
2014517474,,ELK,HOR,2,NO,NZ,8/4/14
2014517474,FALLOW,DEER,TRO,1,NO,NZ,8/4/14
2014517474,FALLOW,DEER,HOR,1,NO,NZ,8/4/14
2014517507,ARGENTINE SHORTFIN,SQUID,MEA,21585,KG,AR,8/22/14
2014517516,BLUE,WILDEBEEST,TRO,3,NO,ZA,8/15/14
2014517516,,GEMSBOK,TRO,3,NO,ZA,8/15/14
2014517516,,IMPALA,TRO,3,NO,ZA,8/15/14
2014517516,,NYALA,TRO,1,NO,ZA,8/15/14
2014517516,COMMON,WARTHOG,TRO,1,NO,ZA,8/15/14
2014517538,AFRICAN,BUFFALO,TRO,1,NO,ZA,8/14/14
2014517538,GREATER,KUDU,TRO,1,NO,ZA,8/14/14
2014517916,EASTERN GREY,KANGAROO,MEA,10268,KG,AU,8/8/14
2014517916,RED,KANGAROO,MEA,2934,KG,AU,8/8/14
2014517916,,WALLAROO,MEA,1467,KG,AU,8/8/14
2014518026,GREATER,KUDU,TRO,2,NO,ZA,8/10/14
2014518026,,IMPALA,TRO,1,NO,ZA,8/10/14
2014518042,,IMPALA,TRO,2,NO,NA,8/11/14
2014518042,,GEMSBOK,TRO,2,NO,NA,8/11/14
2014518042,,HARTEBEEST,TRO,2,NO,NA,8/11/14
2014518042,,SPRINGBOK,TRO,2,NO,NA,8/11/14
2014518042,DESERT,WARTHOG,TRO,1,NO,NA,8/11/14
2014518042,BLUE,WILDEBEEST,TRO,2,NO,NA,8/11/14
2014518084,,BLESBOK,TRO,2,NO,ZA,8/17/14
2014518084,,IMPALA,TRO,1,NO,ZA,8/17/14
2014518084,GREATER,KUDU,TRO,1,NO,ZA,8/17/14
2014518084,,HARTEBEEST,TRO,1,NO,ZA,8/17/14
2014518209,GREAT PEARL,OYSTER,JWL,334,NO,PH,8/22/14
2014518209,ABALONE,SHELL,JWL,408,NO,NZ,8/22/14
2014518209,,SHELL,JWL,66,NO,US,8/22/14
2014518209,,OYSTER,JWL,158,NO,PF,8/22/14
2014518209,,SEA FAN,JWL,18,NO,CN,8/22/14
2014518209,,OYSTER,JWL,9,NO,PH,8/22/14
2014518683,,RACCOON,TRI,2742,NO,CA,8/21/14
2014518691,,COYOTE,TRI,659,NO,CA,8/7/14
2014518734,TROCHA,SHELL,SPR,3258,NO,JP,8/27/14
2014518734,GREAT PEARL,OYSTER,SPR,7378,NO,JP,8/27/14
2014518734,GREAT PEARL,OYSTER,SPR,168,NO,JP,8/27/14
2014518736,,RACCOON,TRI,972,NO,CA,8/23/14
2014518737,,OYSTER,SPR,417,NO,ID,8/28/14
2014518739,,OYSTER,SPR,2123,NO,ID,8/28/14
2014518739,GREAT PEARL,OYSTER,SPR,4851,NO,CN,8/28/14
2014518742,BEKA,SQUID,MEA,305,KG,KR,8/28/14
2014518743,CAPIZ,SHELL,SPR,42,NO,ID,8/29/14
2014518744,GREAT PEARL,OYSTER,SPR,480,NO,VN,8/29/14
2014518745,CAPIZ,SHELL,SPR,808,NO,CN,8/28/14
2014518777,GREAT PEARL,OYSTER,SHE,1190,NO,IN,8/23/14
2014518880,ABALONE,SHELL,SPR,7162,NO,CN,8/17/14
2014518880,,OYSTER,SPR,4399,NO,CN,8/17/14
2014518880,TROCHA,SHELL,SPR,80,NO,CN,8/17/14
2014518880,GREAT PEARL,OYSTER,SPR,322,NO,CN,8/17/14
2014518880,MUREX,SHELL,SPR,40,NO,CN,8/17/14
2014518880,,SHELL,SPR,158,NO,CN,8/17/14
2014518880,BAMBOO,CORAL,SPR,106,NO,CN,8/17/14
2014518887,,ELK,TRO,1,NO,NZ,8/14/14
2014519258,CAPIZ,SHELL,SPR,420,NO,PH,8/29/14
2014519274,CAPIZ,SHELL,SPR,796,NO,PH,8/29/14
2014519279,CAPIZ,SHELL,SPR,4206,NO,PH,8/29/14
2014519285,,ELK,TRO,1,NO,NZ,8/21/14
2014519285,FALLOW,DEER,TRO,1,NO,NZ,8/21/14
2014519285,DOMESTIC,SHEEP,TRO,1,NO,NZ,8/21/14
2014519338,TROPICAL,FISH,LIV,6440,NO,TH,8/26/14
2014519338,ASIAN FAN,SHRIMP,LIV,50,NO,TH,8/26/14
2014519396,,ELK,TRO,1,NO,AR,8/15/14
2014519396,WILD,BOAR,TRO,2,NO,AR,8/15/14
2014519561,,ELK,SKU,1,NO,NZ,8/12/14
2014519561,FALLOW,DEER,TRO,1,NO,NZ,8/12/14
2014519561,DOMESTIC,SHEEP,SKU,1,NO,NZ,8/12/14
2014519569,RADIATED RAT,SNAKE,SHO,1176,NO,ID,8/23/14
2014519825,PEARL,MUSSEL,SPR,2484,NO,CN,8/25/14
2014519826,EURASIAN,ELK,SHO,20352,NO,FI,8/23/14
2014519827,GREAT PEARL,OYSTER,JWL,71,NO,PH,8/24/14
2014519827,ABALONE,SHELL,JWL,48,NO,NZ,8/24/14
2014519827,,SHELL,JWL,6,NO,NZ,8/24/14
2014519827,,OYSTER,JWL,19,NO,PF,8/24/14
2014519830,,SQUID,MEA,2,KG,CN,8/27/14
2014519844,PEARL,MUSSEL,SPR,142500,NO,VN,8/29/14
2014519912,GREAT PEARL,OYSTER,SPR,7126,NO,ID,9/2/14
2014519928,BARBARY,SHEEP,TRO,1,NO,ES,8/23/14
2014519928,SPANISH,IBEX,TRO,2,NO,ES,8/23/14
2014519949,COMMON,WARTHOG,TRO,5,NO,ZA,8/20/14
2014519949,GREATER,KUDU,TRO,3,NO,ZA,8/20/14
2014519949,,IMPALA,TRO,4,NO,ZA,8/20/14
2014519949,BURCHELL'S,ZEBRA,TRO,2,NO,ZA,8/20/14
2014519949,,NYALA,TRO,1,NO,ZA,8/20/14
2014519949,,GEMSBOK,TRO,1,NO,ZA,8/20/14
2014519949,,WATERBUCK,TRO,1,NO,ZA,8/20/14
2014519963,TROCA,SHELL,SPR,14,NO,ID,8/27/14
2014519989,BLACK-BACKED,JACKAL,TRO,1,NO,ZA,8/25/14
2014519989,,BLESBOK,TRO,1,NO,ZA,8/25/14
2014519989,BLUE,WILDEBEEST,TRO,2,NO,ZA,8/25/14
2014519989,GREATER,KUDU,TRO,1,NO,ZA,8/25/14
2014519989,,HARTEBEEST,TRO,1,NO,ZA,8/25/14
2014519989,,WATERBUCK,TRO,1,NO,ZA,8/25/14
2014519989,BURCHELL'S,ZEBRA,TRO,1,NO,ZA,8/25/14
2014520009,CAPIZ,SHELL,SPR,296,NO,PH,8/21/14
2014520032,CAPIZ,SHELL,SPR,790,NO,PH,8/21/14
2014520032,VIRGATE TELLIN,SHELL,SPR,790,NO,PH,8/21/14
2014520557,,GEODUCK,LIV,150000,NO,CA,8/28/14
2014520805,TORCH,CORAL,LIV,3,NO,ID,8/28/14
2014520805,WHITE GRAPE,CORAL,LIV,31,NO,ID,8/28/14
2014520805,BRAIN,CORAL,LIV,14,NO,ID,8/28/14
2014520805,ELEGANT,CORAL,LIV,6,NO,ID,8/28/14
2014520805,MUSHROOM,CORAL,LIV,15,NO,ID,8/28/14
2014520805,CRYSTAL,CORAL,LIV,4,NO,ID,8/28/14
2014520805,HORN,CORAL,LIV,3,NO,ID,8/28/14
2014520805,BRAIN,CORAL,LIV,9,NO,ID,8/28/14
2014520805,DAISY,CORAL,LIV,13,NO,ID,8/28/14
2014520805,DISK,CORAL,LIV,2,NO,ID,8/28/14
2014520805,DAISY,CORAL,LIV,10,NO,ID,8/28/14
2014520805,BUBBLE,CORAL,LIV,15,NO,ID,8/28/14
2014520805,BUBBLE,CORAL,LIV,11,NO,ID,8/28/14
2014520805,STONY,CORAL,LIV,3,NO,ID,8/28/14
2014520805,DOUGHNUT,CORAL,LIV,5,NO,ID,8/28/14
2014520805,CRATER,CORAL,LIV,12,NO,ID,8/28/14
2014520805,STONY,CORAL,ROC,115,NO,ID,8/28/14
2014520805,MOLLUSC,SHELL,LIV,110,NO,ID,8/28/14
2014520805,OTHER,INVERTEBRATES,LIV,143,NO,ID,8/28/14
2014520805,"CRABS, LOBSTERS,",CRUSTACEANS,LIV,10,NO,ID,8/28/14
2014520805,ORGAN-PIPE,CORAL,LIV,2,NO,ID,8/28/14
2014520805,STAGHORN,CORAL,LIV,10,NO,ID,8/28/14
2014520805,STAGHORN,CORAL,LIV,7,NO,ID,8/28/14
2014520805,,CORAL,LIV,9,NO,ID,8/28/14
2014520805,,CORAL,LIV,18,NO,ID,8/28/14
2014520805,TRUMPET,CORAL,LIV,18,NO,ID,8/28/14
2014520805,STONY,CORAL,LIV,44,NO,ID,8/28/14
2014520828,,SQUID,EXT,216,KG,JP,8/31/14
2014520833,WHITE-TAILED,DEER,LPS,5520,NO,US,8/28/14
2014520836,VERTAGUS,SHELL,SPR,528,NO,CN,9/2/14
2014520836,,ARK,SPR,528,NO,CN,9/2/14
2014520836,,SHELL,SPR,528,NO,CN,9/2/14
2014520839,,OYSTER,SPR,196,KG,CN,8/28/14
2014520839,GREAT PEARL,OYSTER,SPR,176,KG,PF,8/28/14
2014520841,VERTAGUS,SHELL,SPR,312,NO,CN,9/2/14
2014520841,,ARK,SPR,312,NO,CN,9/2/14
2014520841,,SHELL,SPR,312,NO,CN,9/2/14
2014520853,TROPICAL,FISH,LIV,15827,NO,SG,8/28/14
2014520853,ZAIRE DWARF CLAWED,FROG,LIV,300,NO,SG,8/28/14
2014520853,,SHRIMP,LIV,300,NO,SG,8/28/14
2014520853,,SHRIMP,LIV,100,NO,SG,8/28/14
2014520853,CHERRY RED,SHRIMP,LIV,125,NO,SG,8/28/14
2014520853,ASIAN FAN,SHRIMP,LIV,25,NO,SG,8/28/14
2014520881,CHACMA,BABOON,TRO,2,NO,ZA,8/10/14
2014520881,BLACK,WILDEBEEST,TRO,1,NO,ZA,8/10/14
2014520881,,NYALA,TRO,1,NO,ZA,8/10/14
2014520881,,IMPALA,TRO,1,NO,ZA,8/10/14
2014520881,,WATERBUCK,TRO,1,NO,ZA,8/10/14
2014520881,DESERT,WARTHOG,TRO,1,NO,ZA,8/10/14
2014520881,GREATER,KUDU,TRO,1,NO,ZA,8/10/14
2014520881,COMMON,ELAND,TRO,1,NO,ZA,8/10/14
2014520881,,BLESBOK,TRO,1,NO,ZA,8/10/14
2014520881,,HARTEBEEST,TRO,1,NO,NA,8/10/14
2014520881,HARTMANN'S MT.,ZEBRA,TRO,1,NO,NA,8/10/14
2014520884,,GEMSBOK,TRO,1,NO,ZA,8/23/14
2014520884,COMMON,WARTHOG,TRO,1,NO,ZA,8/23/14
2014520884,BURCHELL'S,ZEBRA,TRO,1,NO,ZA,8/23/14
2014520886,GREATER,KUDU,TRO,2,NO,ZA,8/22/14
2014520886,,GEMSBOK,TRO,2,NO,ZA,8/22/14
2014520886,,BLESBOK,TRO,1,NO,ZA,8/22/14
2014520886,,SPRINGBOK,TRO,1,NO,ZA,8/22/14
2014520886,MOUNTAIN,REEDBUCK,TRO,1,NO,ZA,8/22/14
2014520886,,IMPALA,TRO,2,NO,ZA,8/22/14
2014520886,BLUE,WILDEBEEST,TRO,1,NO,ZA,8/22/14
2014520898,FALLOW,DEER,HOR,10,NO,NZ,8/27/14
2014520898,,ELK,HOR,20,NO,NZ,8/27/14
2014521310,TROCHA,SHELL,SP,870,NO,JP,8/29/14
2014521311,WESTERN GREY,KANGAROO,SHO,1416,NO,AU,8/29/14
2014521344,,ELK,TRO,1,NO,NZ,8/27/14
2014521344,FALLOW,DEER,TRO,1,NO,NZ,8/27/14
2014521348,DOMESTIC,SHEEP,TRO,2,NO,NZ,8/27/14
2014521348,,ELK,TRO,1,NO,NZ,8/27/14
2014521348,FALLOW,DEER,TRO,1,NO,NZ,8/27/14
2014521348,HIMILAYAN,TAHR,TRO,1,NO,NZ,8/27/14
2014521350,FALLOW,DEER,TRO,1,NO,NZ,8/27/14
2014521350,HIMILAYAN,TAHR,TRO,1,NO,NZ,8/27/14
2014521350,ALPINE,CHAMOIS,TRO,1,NO,NZ,8/27/14
