control_number,specific_name,generic_name,category,qty,unit,origin,ship_date
2014436284,,SEA PINEAPPLE,MEA,91,KG,KR,3/20/14
2014436288,PEARL,MUSSEL,SPR,840,NO,CN,3/20/14
2014436503,GREAT PEARL,OYSTER,JWL,107,NO,PH,3/16/14
2014436503,ABALONE,SHELL,JWL,74,NO,NZ,3/16/14
2014436503,,SHELL,JWL,26,NO,US,3/16/14
2014436503,,OYSTER,JWL,19,NO,PF,3/16/14
2014436503,,OYSTER,JWL,16,NO,PH,3/16/14
2014436507,OLIVE,FLOUNDER,LIV,154,NO,KR,3/19/14
2014436507,,SEA PINEAPPLE,LIV,100,NO,KR,3/19/14
2014436507,WHIPARM,OCTOPUS,LIV,15,NO,KR,3/19/14
2014436513,AMERICAN BLACK,BEAR,RUG,1,NO,CA,3/18/14
2014436513,AMERICAN BLACK,BEAR,SKU,1,NO,CA,3/18/14
2014436632,,SEAHORSE,BOD,55,NO,CN,3/17/14
2014436968,,SQUID,MEA,1048,KG,VN,3/21/14
2014438002,CAPIZ,SHELL,SPR,2238,NO,ID,3/23/14
2014438008,CAPIZ,SHELL,SPR,73,NO,ID,3/23/14
2014438020,AMERICAN,MINK,SKI,14951,NO,US,3/21/14
2014438020,AMERICAN,MINK,SKI,234,NO,SE,3/21/14
2014438020,AMERICAN,MINK,SKI,479,NO,ES,3/21/14
2014438020,AMERICAN,MINK,SKI,546,NO,PL,3/21/14
2014438020,AMERICAN,MINK,SKI,284,NO,NL,3/21/14
2014438020,AMERICAN,MINK,SKI,272,NO,GR,3/21/14
2014438020,AMERICAN,MINK,SKI,4,NO,BA,3/21/14
2014438020,AMERICAN,MINK,SKI,4282,NO,CA,3/21/14
2014438038,WHITE-TAILED,DEER,LPS,10712,NO,US,3/23/14
2014438065,DOMESTIC WATER,BUFFALO,TRO,1,NO,AU,3/18/14
2014438065,,AUROCHS,TRO,1,NO,AU,3/18/14
2014438065,JAVAN,RUSA,TRO,1,NO,AU,3/18/14
2014438121,GREAT PEARL,OYSTER,JWL,322,NO,PH,3/21/14
2014438121,ABALONE,SHELL,JWL,226,NO,NZ,3/21/14
2014438121,,SHELL,JWL,24,NO,US,3/21/14
2014438121,,OYSTER,JWL,80,NO,PF,3/21/14
2014438121,,OYSTER,JWL,24,NO,PH,3/21/14
2014438578,SWAN,MUSSEL,SPR,990,NO,CN,3/24/14
2014438590,,SQUID,MEA,1371,KG,TH,3/24/14
2014438622,,SQUID,MEA,4234,KG,TH,3/24/14
2014438638,AMERICAN,MINK,SKI,13041,NO,US,3/22/14
2014438638,AMERICAN,MINK,SKI,3154,NO,SE,3/22/14
2014438638,AMERICAN,MINK,SKI,1593,NO,ES,3/22/14
2014438638,AMERICAN,MINK,SKI,453,NO,PL,3/22/14
2014438638,AMERICAN,MINK,SKI,387,NO,NL,3/22/14
2014438638,AMERICAN,MINK,SKI,118,NO,IE,3/22/14
2014438638,AMERICAN,MINK,SKI,803,NO,GR,3/22/14
2014438638,AMERICAN,MINK,SKI,4,NO,BA,3/22/14
2014438638,AMERICAN,MINK,SKI,6584,NO,CA,3/22/14
2014438656,COMMON,HIPPOPOTAMUS,TRO,1,NO,ZM,3/19/14
2014438656,,HARTEBEEST,TRO,1,NO,ZM,3/19/14
2014438656,,PUKU,TRO,1,NO,ZM,3/19/14
2014438656,AFRICAN,BUFFALO,TRO,1,NO,ZM,3/19/14
2014438656,,BUSHBUCK,TRO,1,NO,ZM,3/19/14
2014438656,COMMON,WARTHOG,TRO,1,NO,ZM,3/19/14
2014438656,,IMPALA,TRO,1,NO,ZM,3/19/14
2014438780,,HARTEBEEST,TRO,1,NO,ZA,3/19/14
2014438780,BLUE,WILDEBEEST,TRO,1,NO,ZA,3/19/14
2014438780,,WATERBUCK,TRO,1,NO,ZA,3/19/14
2014438780,,GEMSBOK,TRO,1,NO,ZA,3/19/14
2014438780,COMMON,ELAND,TRO,1,NO,ZA,3/19/14
2014438780,COMMON,WARTHOG,TRO,1,NO,ZA,3/19/14
2014438780,GREATER,KUDU,TRO,1,NO,ZA,3/19/14
2014438780,BURCHELL'S,ZEBRA,TRO,1,NO,ZA,3/19/14
2014438780,,SPRINGBOK,TRO,4,NO,ZA,3/19/14
2014438780,BLACK,WILDEBEEST,TRO,1,NO,ZA,3/19/14
2014438780,,BLESBOK,TRO,1,NO,ZA,3/19/14
2014438780,,IMPALA,TRO,1,NO,ZA,3/19/14
2014438783,CAPE,PORCUPINE,HAI,1,NO,ZA,3/19/14
2014438896,N. AMERICAN BROWN,BEAR,SKI,5,NO,CA,3/21/14
2014438896,MOUNTAIN,GOAT,SKI,3,NO,CA,3/21/14
2014438896,STONE,SHEEP,SKI,2,NO,CA,3/21/14
2014438896,BIGHORN,SHEEP,SKI,1,NO,CA,3/21/14
2014438896,DALL'S,SHEEP,SKI,1,NO,CA,3/21/14
2014439328,CAPIZ,SHELL,SPR,256,NO,PH,3/25/14
2014439330,,ELK,TRO,1,NO,NZ,3/17/14
2014439331,GREAT PEARL,OYSTER,JWL,84,NO,PH,3/23/14
2014439331,ABALONE,SHELL,JWL,56,NO,NZ,3/23/14
2014439331,,SHELL,JWL,8,NO,US,3/23/14
2014439331,,OYSTER,JWL,34,NO,PF,3/23/14
2014439331,,SEA FAN,JWL,1,NO,CN,3/23/14
2014439331,,OYSTER,JWL,8,NO,PH,3/23/14
2014439335,BLUE,WILDEBEEST,TRO,1,NO,ZA,3/8/14
2014439335,COMMON,ELAND,TRO,1,NO,ZA,3/8/14
2014439335,,IMPALA,TRO,3,NO,ZA,3/8/14
2014439335,GREATER,KUDU,TRO,1,NO,ZA,3/8/14
2014439335,SOUTHERN AFRICAN,OSTRICH,TRO,1,NO,ZA,3/8/14
2014439335,COMMON,WARTHOG,TRO,1,NO,ZA,3/8/14
2014439335,,GEMSBOK,TRO,1,NO,ZA,3/8/14
2014439335,,BLESBOK,TRO,1,NO,ZA,3/8/14
2014439335,BLACK,WILDEBEEST,TRO,1,NO,ZA,3/8/14
2014439335,,HARTEBEEST,TRO,1,NO,ZA,3/8/14
2014439335,,SPRINGBOK,TRO,1,NO,ZA,3/8/14
2014439336,SOUTHERN AFRICAN,OSTRICH,FOO,2,NO,ZA,3/8/14
2014439337,AFRICAN,BUFFALO,TRO,1,NO,ZW,3/19/14
2014439342,BLACK,WILDEBEEST,TRO,1,NO,ZA,3/24/14
2014439342,,IMPALA,TRO,1,NO,ZA,3/24/14
2014439342,COMMON,WARTHOG,TRO,1,NO,ZA,3/24/14
2014439342,,BLESBOK,TRO,1,NO,ZA,3/24/14
2014439342,BURCHELL'S,ZEBRA,TRO,1,NO,ZA,3/24/14
2014439342,GREATER,KUDU,TRO,1,NO,ZA,3/24/14
2014439346,BURCHELL'S,ZEBRA,TRO,1,NO,ZA,3/20/14
2014439346,COMMON,ELAND,TRO,1,NO,ZA,3/20/14
2014439346,BLUE,WILDEBEEST,TRO,1,NO,ZA,3/20/14
2014439346,GREATER,KUDU,TRO,1,NO,ZA,3/20/14
2014439346,,WATERBUCK,TRO,1,NO,ZA,3/20/14
2014439457,,OYSTER,SPR,2508,NO,ID,3/14/14
2014439540,COMMON,ELAND,TRO,1,NO,ZA,3/21/14
2014439540,,NYALA,TRO,1,NO,ZA,3/21/14
2014439540,BURCHELL'S,ZEBRA,TRO,1,NO,ZA,3/21/14
2014439540,,HARTEBEEST,TRO,1,NO,ZA,3/21/14
2014439540,,IMPALA,TRO,1,NO,ZA,3/21/14
2014439540,GREATER,KUDU,TRO,1,NO,ZA,3/21/14
2014439540,,BUSHBUCK,TRO,1,NO,ZA,3/21/14
2014439540,SOUTHERN,REEDBUCK,TRO,1,NO,ZA,3/21/14
2014439542,BLUE,WILDEBEEST,TRO,1,NO,ZA,3/21/14
2014439542,,BLESBOK,TRO,1,NO,ZA,3/21/14
2014440145,,SQUID,EXT,182,KG,JP,3/26/14
2014440240,MOLLUSC,SHELL,SPR,3000,NO,CN,3/26/14
2014440245,AFRICAN,BUFFALO,TRO,1,NO,ZW,3/21/14
2014440245,GREATER,KUDU,TRO,1,NO,ZW,3/21/14
2014440248,BLUE,WILDEBEEST,TRO,1,NO,ZA,3/21/14
2014440248,,GEMSBOK,TRO,1,NO,ZA,3/21/14
2014440248,,IMPALA,TRO,1,NO,ZA,3/21/14
2014440248,GREATER,KUDU,TRO,1,NO,ZA,3/21/14
2014440248,COMMON,WARTHOG,TRO,1,NO,ZA,3/21/14
2014440253,,IMPALA,TRO,1,NO,ZA,3/21/14
2014440253,,BLESBOK,TRO,1,NO,ZA,3/21/14
2014440253,,HARTEBEEST,TRO,1,NO,ZA,3/21/14
2014440253,BUSH,DUIKER,TRO,1,NO,ZA,3/21/14
2014440253,COMMON,WARTHOG,TRO,1,NO,ZA,3/21/14
2014440253,,SPRINGBOK,TRO,1,NO,ZA,3/21/14
2014440253,,NYALA,TRO,1,NO,ZA,3/21/14
2014440253,BLACK,WILDEBEEST,TRO,1,NO,ZA,3/21/14
2014440307,AMERICAN BLACK,BEAR,RUG,1,NO,CA,3/26/14
2014440307,AMERICAN BLACK,BEAR,SKU,1,NO,CA,3/26/14
2014440431,,OYSTER,SPR,182,NO,ID,3/27/14
2014440431,,OYSTER,SPR,42000,NO,ID,3/27/14
2014440436,TROCHA,SHELL,SPR,1428,NO,ID,3/27/14
2014440436,TROCHA,SHELL,SPR,6485,NO,ID,3/27/14
2014440438,TROCHA,SHELL,SPR,30720,NO,ID,3/27/14
2014440442,PEARL,MUSSEL,SPR,110,NO,CN,3/26/14
2014440444,,SQUID,MEA,6,KG,TH,3/26/14
2014440458,,GEMSBOK,TRO,1,NO,NA,3/22/14
2014440458,,HARTEBEEST,TRO,1,NO,NA,3/22/14
2014440458,,SPRINGBOK,TRO,2,NO,NA,3/22/14
2014440458,HARTMANN'S MT.,ZEBRA,TRO,1,NO,NA,3/22/14
2014440458,,KLIPSPRINGER,TRO,1,NO,NA,3/22/14
2014440947,OLIVE,FLOUNDER,LIV,700,NO,KR,3/23/14
2014441066,MOLLUSC,SHELL,SPR,60,NO,XX,3/24/14
2014441421,BEKA,SQUID,MEA,71,KG,KR,3/28/14
2014441422,,OYSTER,SPR,5532,NO,CN,3/28/14
2014441423,COMMON,PHEASANT,FEA,1728,NO,CN,3/29/14
2014441423,SOUTHERN AFRICAN,OSTRICH,FEA,6336,NO,ZA,3/29/14
2014441428,PEARL,MUSSEL,SPR,28584,NO,CN,3/30/14
2014441428,PEARL,MUSSEL,SPR,13536,NO,CN,3/30/14
2014441431,BEKA,SQUID,MEA,1890,KG,KR,3/28/14
2014441431,N. PACIFIC GIANT,OCTOPUS,MEA,105,KG,KR,3/28/14
2014441439,GREAT PEARL,OYSTER,JWL,188,NO,PH,3/28/14
2014441439,ABALONE,SHELL,JWL,172,NO,NZ,3/28/14
2014441439,,SHELL,JWL,32,NO,US,3/28/14
2014441439,,OYSTER,JWL,64,NO,PF,3/28/14
2014441439,,SEA FAN,JWL,4,NO,CN,3/28/14
2014441439,,OYSTER,JWL,6,NO,PH,3/28/14
2014441446,GREATER,KUDU,TRO,1,NO,ZA,3/27/14
2014441446,,GEMSBOK,TRO,1,NO,ZA,3/27/14
2014441449,,OYSTER,SPR,17460,NO,ID,3/27/14
2014441452,AMERICAN,MINK,SKI,1390,NO,US,3/24/14
2014441452,AMERICAN,MINK,SKI,319,NO,SE,3/24/14
2014441452,AMERICAN,MINK,SKI,613,NO,ES,3/24/14
2014441452,AMERICAN,MINK,SKI,1802,NO,PL,3/24/14
2014441452,AMERICAN,MINK,SKI,64,NO,NL,3/24/14
2014441452,AMERICAN,MINK,SKI,243,NO,GR,3/24/14
2014441452,AMERICAN,MINK,SKI,4,NO,BA,3/24/14
2014441452,AMERICAN,MINK,SKI,2754,NO,CA,3/24/14
2014442274,,OYSTER,SPR,7968,NO,ID,3/28/14
2014442309,,SQUID,MEA,4233,KG,TH,3/31/14
2014442314,ARGENTINE SHORTFIN,SQUID,BOD,24960,KG,AR,3/30/14
2014442320,,STARFISH,BOD,9912,NO,CN,3/31/14
2014442320,LITTLE BEAR,CONCH,SPR,6312,NO,CN,3/31/14
2014442335,BLACK,WILDEBEEST,TRO,1,NO,ZA,3/22/14
2014442335,,SPRINGBOK,TRO,1,NO,ZA,3/22/14
2014442335,COMMON,ELAND,TRO,1,NO,ZA,3/22/14
2014442335,,GEMSBOK,TRO,1,NO,ZA,3/22/14
2014442335,BURCHELL'S,ZEBRA,TRO,1,NO,ZA,3/22/14
2014442335,GREATER,KUDU,TRO,1,NO,ZA,3/22/14
2014442339,BLUE,WILDEBEEST,TRO,1,NO,ZA,3/22/14
2014442339,BURCHELL'S,ZEBRA,TRO,1,NO,ZA,3/22/14
2014442341,AMERICAN BLACK,BEAR,RUG,1,NO,CA,3/28/14
2014442347,N. AMERICAN BROWN,BEAR,RUG,1,NO,CA,3/27/14
2014442350,BLUE,WILDEBEEST,TRO,1,NO,ZA,3/28/14
2014442350,,BUSH-PIG,TRO,1,NO,ZA,3/28/14
2014442350,,CARACAL,TRO,1,NO,ZA,3/28/14
2014442350,COMMON,ELAND,TRO,1,NO,ZA,3/28/14
2014442350,,GEMSBOK,TRO,1,NO,ZA,3/28/14
2014442350,,IMPALA,TRO,2,NO,ZA,3/28/14
2014442350,GREATER,KUDU,TRO,1,NO,ZA,3/28/14
2014442350,COMMON,WARTHOG,TRO,1,NO,ZA,3/28/14
2014442350,,WATERBUCK,TRO,1,NO,ZA,3/28/14
2014442353,CAPIZ,SHELL,SPR,540,NO,PH,4/1/14
2014442427,,BLESBOK,TRO,1,NO,ZA,3/23/14
2014442427,BLUE,WILDEBEEST,TRO,2,NO,ZA,3/23/14
2014442427,,IMPALA,TRO,1,NO,ZA,3/23/14
2014442427,GREATER,KUDU,TRO,1,NO,ZA,3/23/14
2014442427,,HARTEBEEST,TRO,1,NO,ZA,3/23/14
2014442427,COMMON,WARTHOG,TRO,1,NO,ZA,3/23/14
2014442427,BURCHELL'S,ZEBRA,TRO,1,NO,ZA,3/23/14
2014442428,BLUE,WILDEBEEST,TRO,2,NO,ZA,3/23/14
2014442428,,IMPALA,TRO,2,NO,ZA,3/23/14
2014442428,GREATER,KUDU,TRO,2,NO,ZA,3/23/14
2014442428,,NYALA,TRO,1,NO,ZA,3/23/14
2014442428,COMMON,WARTHOG,TRO,3,NO,ZA,3/23/14
2014442428,BURCHELL'S,ZEBRA,TRO,1,NO,ZA,3/23/14
2014442428,BLACK,WILDEBEEST,TRO,2,NO,ZA,3/23/14
2014442428,,SPRINGBOK,TRO,4,NO,ZA,3/23/14
2014442428,,GEMSBOK,TRO,1,NO,ZA,3/23/14
2014442433,COMMON,QUAIL,EGG,6120,KG,TH,3/21/14
2014442472,SHORTFIN,SQUID,MEA,91,KG,KR,3/31/14
2014442848,RED,KANGAROO,SKP,50,NO,AU,3/28/14
2014442848,EASTERN GREY,KANGAROO,SKP,69,NO,AU,3/28/14
2014442948,GREAT PEARL,OYSTER,JWL,179,NO,PH,3/30/14
2014442948,ABALONE,SHELL,JWL,105,NO,NZ,3/30/14
2014442948,,SHELL,JWL,28,NO,US,3/30/14
2014442948,,OYSTER,JWL,18,NO,PF,3/30/14
2014442948,,SEA FAN,JWL,14,NO,CN,3/30/14
2014442948,,OYSTER,JWL,2,NO,PH,3/30/14
2014443017,CAPIZ,SHELL,SPR,180,NO,PH,4/1/14
2014443537,,YELLOWJACKET,BOD,16,KG,NZ,3/29/14
2014443538,COMMON,ELAND,TRO,1,NO,BW,3/27/14
2014443538,DESERT,WARTHOG,TRO,1,NO,BW,3/27/14
2014443542,TROPICAL,FISH,LIV,10390,NO,TH,4/1/14
2014443542,DISCUS,FISH,LIV,25,NO,TH,4/1/14
2014443565,TROPICAL,FISH,LIV,479,NO,PH,4/1/14
2014443565,OTHER,INVERTEBRATES,LIV,46,NO,PH,4/1/14
2014443565,"CRABS, LOBSTERS,",CRUSTACEANS,LIV,109,NO,PH,4/1/14
2014443565,MOLLUSC,SHELL,LIV,30,NO,PH,4/1/14
2014443587,HARTMANN'S MT.,ZEBRA,TRO,2,NO,NA,3/22/14
2014443587,GREATER,KUDU,TRO,1,NO,NA,3/22/14
2014443587,,GEMSBOK,TRO,2,NO,NA,3/22/14
2014443587,DESERT,WARTHOG,TRO,1,NO,NA,3/22/14
2014443587,BLACK,WILDEBEEST,TRO,1,NO,NA,3/22/14
2014443590,HARTMANN'S MT.,ZEBRA,TRO,1,NO,NA,3/22/14
2014443590,,GEMSBOK,TRO,2,NO,NA,3/22/14
2014443590,,HARTEBEEST,TRO,1,NO,NA,3/22/14
2014443590,DESERT,WARTHOG,TRO,1,NO,NA,3/22/14
2014443590,BLACK,WILDEBEEST,TRO,1,NO,NA,3/22/14
2014443592,,BLESBOK,TRO,1,NO,NA,3/22/14
2014443592,,IMPALA,TRO,1,NO,NA,3/22/14
2014443592,GREATER,KUDU,TRO,1,NO,NA,3/22/14
2014443592,,GEMSBOK,TRO,1,NO,NA,3/22/14
2014443592,,HARTEBEEST,TRO,1,NO,NA,3/22/14
2014443592,,SPRINGBOK,TRO,2,NO,NA,3/22/14
2014443592,,STEENBOK,TRO,1,NO,NA,3/22/14
2014443592,DESERT,WARTHOG,TRO,1,NO,NA,3/22/14
2014443592,BLACK,WILDEBEEST,TRO,1,NO,NA,3/22/14
2014443592,SABLE,ANTELOPE,TRO,1,NO,NA,3/22/14
2014443592,,WATERBUCK,TRO,1,NO,NA,3/22/14
2014443593,SABLE,ANTELOPE,TRO,1,NO,NA,3/22/14
2014443599,AFRICAN,BUFFALO,TRO,2,NO,ZW,3/26/14
2014443599,CHACMA,BABOON,TRO,1,NO,ZW,3/26/14
2014443599,,STEENBOK,TRO,1,NO,ZW,3/26/14
2014443987,ARGENTINE SHORTFIN,SQUID,UNS,24950,KG,AR,4/2/14
2014444044,,SQUID,MEA,30,KG,JP,4/3/14
2014444044,KISSLIP,CUTTLEFISH,MEA,47,KG,JP,4/3/14
2014444044,,CUTTLEFISH,MEA,70,KG,JP,4/3/14
2014444044,,SQUID,MEA,360,KG,JP,4/3/14
2014444044,,SQUID,MEA,360,KG,JP,4/3/14
2014444044,,SQUID,MEA,160,KG,JP,4/3/14
2014444044,RED FLYING,SQUID,MEA,45,KG,JP,4/3/14
2014444044,RED FLYING,SQUID,MEA,45,KG,JP,4/3/14
2014444045,GREAT PEARL,OYSTER,SPR,533,NO,VN,4/3/14
2014444049,,OYSTER,SPR,96,NO,IN,4/3/14
2014444057,EUROPEAN,HARE,MEA,24150,KG,CN,4/2/14
2014444223,,OYSTER,SPR,12996,NO,ID,3/27/14
2014444248,WHITE-TAILED,DEER,LPS,520,NO,US,4/2/14
2014444248,AMERICAN,BISON,LPS,440,NO,US,4/2/14
2014444386,AFRICAN,BUFFALO,TRO,1,NO,ZW,3/31/14
2014444386,AFRICAN,CIVET,TRO,1,NO,ZW,3/31/14
2014444386,COMMON,GENET,TRO,1,NO,ZW,3/31/14
2014444386,BURCHELL'S,ZEBRA,TRO,1,NO,ZW,3/31/14
2014444388,BURCHELL'S,ZEBRA,SKP,4,NO,ZW,3/31/14
2014444749,SWAN,MUSSEL,SPR,3180,NO,CN,4/4/14
2014444749,,OYSTER,SPR,1908,NO,CN,4/4/14
2014444817,NEW ZEALAND ARROW,SQUID,MEA,16488,KG,NZ,4/4/14
2014444825,,OYSTER,SPR,22488,NO,ID,4/1/14
2014445083,,MOOSE,HOR,12,NO,CA,3/14/14
2014445137,AFRICAN,ELEPHANT,TRO,1,NO,BW,3/26/14
2014445674,CAPIZ,SHELL,SPR,420,NO,PH,4/4/14
2014445863,GREAT PEARL,OYSTER,JWL,171,NO,PH,4/4/14
2014445863,ABALONE,SHELL,JWL,125,NO,NZ,4/4/14
2014445863,,SHELL,JWL,26,NO,US,4/4/14
2014445863,,OYSTER,JWL,17,NO,PF,4/4/14
2014445863,,SEA FAN,JWL,11,NO,CN,4/4/14
2014445863,,OYSTER,JWL,20,NO,PH,4/4/14
2014445865,,OYSTER,SPR,1652,NO,ID,3/30/14
2014446415,ARGENTINE SHORTFIN,SQUID,MEA,19958,KG,AR,4/6/14
2014446582,,SQUID,MEA,314,KG,US,4/3/14
2014446602,,SQUID,MEA,2742,KG,TH,4/7/14
2014446763,RADIATED RAT,SNAKE,SHO,8464,NO,ID,4/4/14
2014446766,AMERICAN,MINK,SKI,8077,NO,SE,4/4/14
2014446970,GREAT PEARL,OYSTER,JWL,136,NO,PH,4/6/14
2014446970,ABALONE,SHELL,JWL,224,NO,NZ,4/6/14
2014446970,,SHELL,JWL,33,NO,US,4/6/14
2014446970,,OYSTER,JWL,136,NO,PF,4/6/14
2014446970,BRUSH-FOOTED,BUTTERFLY,JWL,2,NO,CN,4/6/14
2014446970,,OYSTER,JWL,8,NO,PH,4/6/14
2014447205,NEW ZEALAND ARROW,SQUID,MEA,10,KG,CN,4/8/14
2014447205,,SQUID,MEA,10,KG,CN,4/8/14
2014447569,,BLESBOK,TRO,2,NO,ZA,3/27/14
2014447569,BLUE,WILDEBEEST,TRO,1,NO,ZA,3/27/14
2014447569,,GEMSBOK,TRO,1,NO,ZA,3/27/14
2014447569,,IMPALA,TRO,1,NO,ZA,3/27/14
2014447569,,NYALA,TRO,1,NO,ZA,3/27/14
2014447569,,HARTEBEEST,TRO,1,NO,ZA,3/27/14
2014447569,COMMON,WARTHOG,TRO,2,NO,ZA,3/27/14
2014447576,VERVET,MONKEY,TRO,1,NO,ZA,4/2/14
2014447576,BLUE,WILDEBEEST,TRO,1,NO,ZA,4/2/14
2014447576,,IMPALA,TRO,1,NO,ZA,4/2/14
2014447576,COMMON,WARTHOG,TRO,1,NO,ZA,4/2/14
2014447576,,NYALA,TRO,2,NO,ZA,4/2/14
2014447576,BURCHELL'S,ZEBRA,TRO,1,NO,ZA,4/2/14
2014447582,SOUTHERN,REEDBUCK,TRO,1,NO,ZA,4/2/14
2014447582,MOUNTAIN,REEDBUCK,TRO,1,NO,ZA,4/2/14
2014447582,,KLIPSPRINGER,TRO,1,NO,ZA,4/2/14
2014447582,,SPRINGBOK,TRO,1,NO,ZA,4/2/14
2014447582,,BLESBOK,TRO,1,NO,ZA,4/2/14
2014447584,CHACMA,BABOON,TRO,1,NO,ZA,4/2/14
2014447584,,GIRAFFE,TRO,1,NO,ZA,4/2/14
2014447584,GREATER,KUDU,TRO,1,NO,ZA,4/2/14
2014447584,,BUSHBUCK,TRO,1,NO,ZA,4/2/14
2014447584,BUSH,DUIKER,TRO,1,NO,ZA,4/2/14
2014447584,BURCHELL'S,ZEBRA,TRO,1,NO,ZA,4/2/14
2014447584,COMMON,WARTHOG,TRO,1,NO,ZA,4/2/14
2014447584,,HARTEBEEST,TRO,1,NO,ZA,4/2/14
2014447584,BLUE,WILDEBEEST,TRO,1,NO,ZA,4/2/14
2014447584,AFRICAN,BUFFALO,TRO,1,NO,ZA,4/2/14
2014447584,BLACK,WILDEBEEST,TRO,1,NO,ZA,4/2/14
2014447584,SOUTHERN,REEDBUCK,TRO,1,NO,ZA,4/2/14
2014447589,,BLESBOK,TRO,1,NO,ZA,4/5/14
2014447589,BLUE,WILDEBEEST,TRO,1,NO,ZA,4/5/14
2014447589,,GEMSBOK,TRO,1,NO,ZA,4/5/14
2014447589,,HARTEBEEST,TRO,1,NO,ZA,4/5/14
2014447589,COMMON,WARTHOG,TRO,1,NO,ZA,4/5/14
2014447592,,BLESBOK,TRO,1,NO,ZA,4/5/14
2014447592,,IMPALA,TRO,1,NO,ZA,4/5/14
2014447592,COMMON,WARTHOG,TRO,1,NO,ZA,4/5/14
2014448085,OLIVE,FLOUNDER,LIV,172,NO,KR,4/9/14
2014448085,,SEA PINEAPPLE,LIV,150,NO,KR,4/9/14
2014448085,WHIPARM,OCTOPUS,LIV,30,NO,KR,4/9/14
2014448095,OLIVE,FLOUNDER,LIV,102,NO,KR,4/9/14
2014448095,RIDGED-EYE,FLOUNDER,LIV,104,NO,KR,4/9/14
2014448095,CHINESE WEATHER,LOACH,LIV,3150,NO,CN,4/9/14
2014448095,,SEA PINEAPPLE,LIV,590,NO,KR,4/9/14
2014448095,,SEA CUCUMBER,LIV,330,NO,KR,4/9/14
2014448095,,OCTOPUS,LIV,132,NO,KR,4/9/14
2014448400,,GOLDFISH,LIV,9460,NO,CN,4/9/14
2014448400,NEON,TETRA,LIV,3500,NO,CN,4/9/14
2014448400,,SHRIMP,LIV,1500,NO,CN,4/9/14
2014448400,,CARP,LIV,490,NO,CN,4/9/14
2014448530,,OYSTER,SPR,43080,NO,ID,4/6/14
2014448768,CAPIZ,SHELL,SPR,1408,NO,PH,4/12/14
2014448774,,OYSTER,SPR,17844,NO,ID,4/11/14
2014448778,CAPIZ,SHELL,SPR,40,NO,ID,4/12/14
2014448780,GREAT PEARL,OYSTER,SPR,197,NO,VN,4/12/14
2014448780,PEARL,MUSSEL,SPR,305,NO,VN,4/12/14
2014448782,EUROPEAN,RABBIT,GAR,392,NO,AU,4/9/14
2014448793,ABALONE,SHELL,SPR,1405,NO,ID,3/16/14
2014448795,ARGENTINE SHORTFIN,SQUID,MEA,24085,KG,AR,4/10/14
2014449052,,MUSSEL,SPR,1440,NO,CN,4/11/14
2014449052,,WHELK,SPR,2160,NO,CN,4/11/14
2014449093,CAPIZ,SHELL,SPR,414,NO,PH,4/11/14
2014449121,GREAT PEARL,OYSTER,JWL,283,NO,PH,4/9/14
2014449121,ABALONE,SHELL,JWL,254,NO,NZ,4/9/14
2014449121,,SHELL,JWL,40,NO,US,4/9/14
2014449121,,OYSTER,JWL,95,NO,PF,4/9/14
2014449121,,SEA FAN,JWL,3,NO,CN,4/9/14
2014449121,,OYSTER,JWL,6,NO,PH,4/9/14
2014449172,CHINESE,HAMSTER,SPE,315,ML,NL,4/11/14
2014449180,WHITE-TAILED,DEER,LPS,880,NO,US,4/12/14
2014449180,AMERICAN,BISON,LPS,540,NO,US,4/12/14
2014449184,YUNNAN,HARE,SKI,144,NO,CN,4/10/14
2014449184,YUNNAN,HARE,SKP,2000,NO,CN,4/10/14
2014449269,,CORAL,LIV,1,NO,ID,4/9/14
2014449269,ANCHOR,CORAL,LIV,10,NO,ID,4/9/14
2014449269,CAT'S-EYE,CORAL,LIV,5,NO,ID,4/9/14
2014449269,WHITE GRAPE,CORAL,LIV,10,NO,ID,4/9/14
2014449269,MUSHROOM,CORAL,LIV,12,NO,ID,4/9/14
2014449269,DAISY,CORAL,LIV,10,NO,ID,4/9/14
2014449269,HORN,CORAL,LIV,1,NO,ID,4/9/14
2014449269,BRAIN,CORAL,LIV,6,NO,ID,4/9/14
2014449269,,CORAL,LIV,5,NO,ID,4/9/14
2014449269,BUBBLE,CORAL,LIV,20,NO,ID,4/9/14
2014449269,CRATER,CORAL,LIV,30,NO,ID,4/9/14
2014449269,DAISY,CORAL,LIV,9,NO,ID,4/9/14
2014449269,FEATHER,CORAL,LIV,4,NO,ID,4/9/14
2014449269,BOWL,CORAL,LIV,4,NO,ID,4/9/14
2014449269,DOUGHNUT,CORAL,LIV,5,NO,ID,4/9/14
2014449269,TRUMPET,CORAL,LIV,10,NO,ID,4/9/14
2014449269,STONY,CORAL,ROC,103,NO,ID,4/9/14
2014449269,STONY,CORAL,ROC,42,NO,ID,4/9/14
2014449269,OTHER,INVERTEBRATES,LIV,118,NO,ID,4/9/14
2014449269,BRAIN,CORAL,LIV,9,NO,ID,4/9/14
2014449269,CRYSTAL,CORAL,LIV,1,NO,ID,4/9/14
2014449269,DISK,CORAL,LIV,2,NO,ID,4/9/14
2014449269,"CRABS, LOBSTERS,",CRUSTACEANS,LIV,5,NO,ID,4/9/14
2014449269,MOLLUSC,SHELL,LIV,50,NO,ID,4/9/14
2014449325,,ELK,TRO,2,NO,NZ,4/7/14
